iteration,u_residual,v_residual,w_residual,p_residual,continuity_residual,global_mass_imbalance
188,1.03194283092398542e-06,9.01057207870284137e-07,6.00876569322537718e-07,9.69998616862249986e-07,3.80878354358111936e-11,0.00000000000000000e+00
189,9.89200300746521073e-07,8.67336728301761495e-07,5.70336646092104265e-07,9.23048308943756593e-07,9.93977366729503177e-12,0.00000000000000000e+00
190,9.49547540939325074e-07,8.34431000008675327e-07,5.40777922889062651e-07,8.78444257757070167e-07,5.10364972091531409e-11,0.00000000000000000e+00
191,9.12824467311842163e-07,8.02264211904569157e-07,5.13040806811595530e-07,8.36687795697564301e-07,3.20770533664848445e-11,0.00000000000000000e+00
192,8.78743106201657299e-07,7.71282068026216827e-07,4.86634071052984619e-07,7.97775425823620442e-07,5.60893300508113572e-11,0.00000000000000000e+00
193,8.47213291075683083e-07,7.41435237161719694e-07,4.61988607867207153e-07,7.61697324384859033e-07,3.14214128798494000e-11,0.00000000000000000e+00
194,8.17973590491202411e-07,7.12740237501754711e-07,4.38491829910995021e-07,7.28653936873651474e-07,4.66270420582284712e-11,0.00000000000000000e+00
195,7.91008693723650009e-07,6.85082841265032294e-07,4.16673863854433231e-07,6.98768628931809936e-07,2.01231028228823120e-11,0.00000000000000000e+00
196,7.66031648989882387e-07,6.58632752806741330e-07,3.96380125500455371e-07,6.71854688588092153e-07,1.99673675927080077e-11,0.00000000000000000e+00
197,7.42752579296080408e-07,6.33301878455287802e-07,3.77042720735165584e-07,6.46516480854592860e-07,2.72126211590693099e-11,0.00000000000000000e+00
198,7.20992785208010477e-07,6.09228761809391612e-07,3.58857062324981986e-07,6.22373885491073166e-07,1.13079284167673361e-11,0.00000000000000000e+00
199,7.00481326686011695e-07,5.86470038144293931e-07,3.41984622346243491e-07,6.00505745586231495e-07,2.38848674740380491e-11,0.00000000000000000e+00
200,6.81127566452892394e-07,5.64819105043066153e-07,3.26416330430709804e-07,5.80754519339526371e-07,1.17607901584802836e-11,0.00000000000000000e+00
201,6.62645232738704828e-07,5.44517645059097689e-07,3.12386472003153206e-07,5.62892873780673765e-07,1.33328195846188220e-11,0.00000000000000000e+00
202,6.44935512931581052e-07,5.25365761895497076e-07,2.99692170209979616e-07,5.46646758484702832e-07,3.24784380749723585e-11,0.00000000000000000e+00
203,6.27935999559278903e-07,5.07340724812549198e-07,2.88141625957403514e-07,5.32206297775743200e-07,4.19759447378050896e-11,0.00000000000000000e+00
204,6.11441340262920104e-07,4.90401536246333444e-07,2.77659533548937343e-07,5.19145750164122773e-07,2.20694392583004397e-11,0.00000000000000000e+00
205,5.95311805978314780e-07,4.74533886001225037e-07,2.68093388289810809e-07,5.07126542169745527e-07,2.21813933191815180e-11,0.00000000000000000e+00
206,5.79506025687513098e-07,4.59619491764442671e-07,2.59269566172009977e-07,4.95890389173413542e-07,2.31003701870505232e-11,0.00000000000000000e+00
207,5.63911173503522221e-07,4.45633989426284913e-07,2.51106716904283191e-07,4.85158640376688497e-07,3.11493525971486226e-11,0.00000000000000000e+00
208,5.48407480708041024e-07,4.32505386591021465e-07,2.43370798234070274e-07,4.74584452801025302e-07,4.51583139571926843e-11,0.00000000000000000e+00
209,5.32956887379548912e-07,4.20139702540102915e-07,2.36015724449338292e-07,4.64206633990572541e-07,4.47300062038634058e-11,0.00000000000000000e+00
210,5.17592201236908982e-07,4.08470630023885601e-07,2.29178176748579812e-07,4.54025379417572489e-07,2.81872170469753812e-11,0.00000000000000000e+00
211,5.02293690791757931e-07,3.97398103412391489e-07,2.22672197355959240e-07,4.43852497786161083e-07,4.38476440915968235e-11,0.00000000000000000e+00
212,4.87062289155348979e-07,3.86864822064558184e-07,2.16368419908094686e-07,4.33627237554263191e-07,3.04098900433590332e-11,0.00000000000000000e+00
213,4.71875663767670359e-07,3.76831638485294960e-07,2.10150508283033388e-07,4.23094322523921450e-07,3.77500956750741716e-11,0.00000000000000000e+00
214,4.56847915322326184e-07,3.67201361958224199e-07,2.04318362796301980e-07,4.12773062936532619e-07,2.87263402366375526e-11,0.00000000000000000e+00
215,4.41922111845707775e-07,3.57921225706522107e-07,1.98688053512843131e-07,4.02424638172739944e-07,3.10886817234625751e-11,0.00000000000000000e+00
216,4.27101727070629284e-07,3.48950464809205674e-07,1.93109255330830539e-07,3.91920851562434901e-07,2.61422612839411605e-11,0.00000000000000000e+00
217,4.12397841016224298e-07,3.40244708495281883e-07,1.87595535496576971e-07,3.81229447573702759e-07,3.44553443174656607e-11,0.00000000000000000e+00
218,3.97850832795864937e-07,3.31754241129539523e-07,1.82102938043830289e-07,3.70449499654160760e-07,3.56025536097133356e-11,0.00000000000000000e+00
219,3.83475783712323573e-07,3.23354561319364371e-07,1.76556000414905414e-07,3.59446370627005571e-07,2.42391991036677106e-11,0.00000000000000000e+00
220,3.69300245640154620e-07,3.15085627104810974e-07,1.71049033537968438e-07,3.48111810096171710e-07,2.75786996304760954e-11,0.00000000000000000e+00
221,3.55372806203220038e-07,3.06936065617361539e-07,1.65651523135623259e-07,3.36601115684978238e-07,1.76078963254782728e-11,0.00000000000000000e+00
222,3.41724233920493701e-07,2.98896129422783257e-07,1.60338819492058455e-07,3.25049827507635339e-07,2.93682290165367135e-11,0.00000000000000000e+00
223,3.28404491154771754e-07,2.90873919956715811e-07,1.55131904071122165e-07,3.13433745645475529e-07,1.24529940258003765e-11,0.00000000000000000e+00
224,3.15438776156188089e-07,2.82954121067455212e-07,1.49883434595824553e-07,3.01927360203400308e-07,2.15448240127585567e-11,0.00000000000000000e+00
225,3.02844881328581075e-07,2.75056866396553552e-07,1.44660095356219944e-07,2.90507471757289340e-07,1.11803705756431671e-11,0.00000000000000000e+00
226,2.90621236744818862e-07,2.67203358723189758e-07,1.39437777871666035e-07,2.79080499460231267e-07,2.34355713900291177e-11,0.00000000000000000e+00
227,2.78796879669856991e-07,2.59372858363215738e-07,1.34344239116911321e-07,2.67724831488683555e-07,1.71371310210803617e-11,0.00000000000000000e+00
228,2.67380961606198499e-07,2.51597974328413797e-07,1.29345842647067720e-07,2.56557222411910584e-07,1.14572724320184368e-11,0.00000000000000000e+00
229,2.56395534153836210e-07,2.43854741243342291e-07,1.24507587123436023e-07,2.45602084111237467e-07,1.00154219800845363e-11,0.00000000000000000e+00
230,2.45846156767669375e-07,2.36148304144957932e-07,1.19914150137411256e-07,2.34919271267237827e-07,1.45233233925945116e-11,0.00000000000000000e+00
231,2.35744216837622583e-07,2.28485387720365759e-07,1.15474521480848074e-07,2.24449383928943746e-07,1.67946971760089397e-11,0.00000000000000000e+00
232,2.26090210256099090e-07,2.20880366608954122e-07,1.11247670486550666e-07,2.14272347076412949e-07,1.72307122996725454e-11,0.00000000000000000e+00
233,2.16888306253899901e-07,2.13340104536060216e-07,1.07163991032094038e-07,2.04405941975324910e-07,1.96830604068419075e-11,0.00000000000000000e+00
234,2.08130685107506396e-07,2.05888755521520048e-07,1.03261981853142198e-07,1.94825075202688691e-07,1.75143681355690611e-11,0.00000000000000000e+00
235,1.99805841596776416e-07,1.98539191060079603e-07,9.96062566368906120e-08,1.85575125755280058e-07,8.87199214775220340e-12,0.00000000000000000e+00
236,1.91915201234209477e-07,1.91305352581590647e-07,9.62707022952564881e-08,1.76705655556135006e-07,5.40626614880811225e-12,0.00000000000000000e+00
237,1.84448569377436595e-07,1.84190292318687025e-07,9.31124258927590019e-08,1.68170402483792349e-07,1.23988582736184514e-11,0.00000000000000000e+00
238,1.77379150321826229e-07,1.77210339407190862e-07,9.01617139424084747e-08,1.59966097280536358e-07,1.54033158186959243e-11,0.00000000000000000e+00
239,1.70682103951865340e-07,1.70410020184986062e-07,8.74046615766536995e-08,1.52215438696959558e-07,6.30547086397508001e-13,0.00000000000000000e+00
240,1.64340040353998852e-07,1.63800801359659975e-07,8.48313494538383299e-08,1.44835591087184982e-07,7.84055331709022358e-12,0.00000000000000000e+00
241,1.58343775220526943e-07,1.57370827228218940e-07,8.24740488362267159e-08,1.37808817429128316e-07,7.16251855030714819e-12,0.00000000000000000e+00
242,1.52655502078504662e-07,1.51171996573946201e-07,8.02834222080331585e-08,1.31092719816765424e-07,1.16884989951694364e-11,0.00000000000000000e+00
243,1.47262837506587593e-07,1.45204575502755614e-07,7.82758393006290037e-08,1.24740062986408173e-07,1.67191275036604506e-12,0.00000000000000000e+00
244,1.42138575385671405e-07,1.39494964271319179e-07,7.64275270127024561e-08,1.18744920646275984e-07,1.78578281072843085e-12,0.00000000000000000e+00
245,1.37273226545422025e-07,1.34033528729889405e-07,7.47444054993989501e-08,1.13085215970211664e-07,8.52635569264615592e-12,0.00000000000000000e+00
246,1.32640317429811530e-07,1.28842013703115489e-07,7.32052645089449518e-08,1.07763978218064699e-07,5.43039080435598350e-12,0.00000000000000000e+00
247,1.28218562547573916e-07,1.23942064982733984e-07,7.17884442125975571e-08,1.02779303165301402e-07,5.84785142294523649e-12,0.00000000000000000e+00
248,1.23999707956434632e-07,1.19324063464522537e-07,7.04928448308370135e-08,9.81150850001004985e-08,8.59011420416627533e-12,0.00000000000000000e+00
249,1.19964515666426720e-07,1.14998972039604125e-07,6.93000349845711887e-08,9.37631412948309261e-08,2.49623091854382370e-12,0.00000000000000000e+00
250,1.16096653597880677e-07,1.10977414579560425e-07,6.81894982599382212e-08,8.97168271623586563e-08,3.47440245335921320e-12,0.00000000000000000e+00
251,1.12389286232382424e-07,1.07253620556910094e-07,6.71590620103818571e-08,8.59680059910367912e-08,1.90886223170351498e-12,0.00000000000000000e+00
252,1.08834261241677916e-07,1.03821062672638009e-07,6.61856643987572175e-08,8.25072377619358997e-08,7.61549611073643901e-12,0.00000000000000000e+00
253,1.05412941572592992e-07,1.00689653509082229e-07,6.52594372024749005e-08,7.93231635740707143e-08,5.97973164241774358e-12,0.00000000000000000e+00
254,1.02118374458303146e-07,9.78544042339536966e-08,6.43406761959205830e-08,7.63657194062175695e-08,4.72027913752040690e-14,0.00000000000000000e+00
255,9.89484671468742494e-08,9.53000185929471891e-08,6.34694314050981516e-08,7.36730460940926107e-08,3.31737509375964055e-12,0.00000000000000000e+00
