cell_id,x,y,z,velocity_x,velocity_y,velocity_z,velocity_magnitude,pressure
16036,1.40625000000000000e-01,6.71875000000000000e-01,4.84375000000000000e-01,1.18004204638051027e-02,2.21920712416780574e-01,-1.37948797602408164e-03,2.22238510411157164e-01,-2.25036535950627892e-02
16037,1.71875000000000000e-01,6.71875000000000000e-01,4.84375000000000000e-01,1.22368702797169254e-02,2.08054261566870957e-01,-5.85751266312605780e-04,2.08414634454791997e-01,-2.37367591712121899e-02
16038,2.03125000000000000e-01,6.71875000000000000e-01,4.84375000000000000e-01,1.38337592195987569e-02,1.88623316568210991e-01,2.95917882160886148e-04,1.89130156280616329e-01,-2.49867165258960272e-02
16039,2.34375000000000000e-01,6.71875000000000000e-01,4.84375000000000000e-01,1.71378795761596946e-02,1.68012893152915288e-01,1.12160679834225909e-03,1.68888416369477434e-01,-2.62037664083802323e-02
16040,2.65625000000000000e-01,6.71875000000000000e-01,4.84375000000000000e-01,2.18496683779283302e-02,1.48261981373868645e-01,1.77790579330450995e-03,1.49873893917989193e-01,-2.73689083614159882e-02
16041,2.96875000000000000e-01,6.71875000000000000e-01,4.84375000000000000e-01,2.74824664161557111e-02,1.30119847137484590e-01,2.20530573988123686e-03,1.33008736377742631e-01,-2.84827063600443242e-02
16042,3.28125000000000000e-01,6.71875000000000000e-01,4.84375000000000000e-01,3.34783633059969679e-02,1.13716492844980990e-01,2.39189961408603144e-03,1.18566279938162863e-01,-2.95456699279158727e-02
16043,3.59375000000000000e-01,6.71875000000000000e-01,4.84375000000000000e-01,3.92967987193994922e-02,9.89072113622965210e-02,2.34480539469497564e-03,1.06453618827158633e-01,-3.05537307921482024e-02
16044,3.90625000000000000e-01,6.71875000000000000e-01,4.84375000000000000e-01,4.45312473493592528e-02,8.54430832522712347e-02,2.17197581257558151e-03,9.63756709189346333e-02,-3.14797135054538102e-02
16045,4.21875000000000000e-01,6.71875000000000000e-01,4.84375000000000000e-01,4.89314519511273652e-02,7.30699710257290830e-02,1.89881957809748063e-03,8.79608615893258533e-02,-3.23121558902333544e-02
16046,4.53125000000000000e-01,6.71875000000000000e-01,4.84375000000000000e-01,5.23077320711266142e-02,6.16588013062203955e-02,1.57385358065841269e-03,8.08726383150573658e-02,-3.30366915608405684e-02
16047,4.84375000000000000e-01,6.71875000000000000e-01,4.84375000000000000e-01,5.45189520481149520e-02,5.08594116390861592e-02,1.23848429515941425e-03,7.45689595478442185e-02,-3.36366965568945242e-02
16048,5.15625000000000000e-01,6.71875000000000000e-01,4.84375000000000000e-01,5.56925553801166373e-02,4.05590351239378880e-02,9.10120686627864097e-04,6.89022813455143490e-02,-3.40846358998575585e-02
16049,5.46875000000000000e-01,6.71875000000000000e-01,4.84375000000000000e-01,5.54852689038582703e-02,3.06319119362572015e-02,6.09601184197765310e-04,6.33821797338009890e-02,-3.44031962470800895e-02
16050,5.78125000000000000e-01,6.71875000000000000e-01,4.84375000000000000e-01,5.43891496820803622e-02,2.09523023073610003e-02,3.50974307484063809e-04,5.82863771226459215e-02,-3.45963206160785353e-02
16051,6.09375000000000000e-01,6.71875000000000000e-01,4.84375000000000000e-01,5.21563448779215760e-02,1.13159300710116394e-02,1.21707197018194150e-04,5.33699297080156149e-02,-3.46378551068489554e-02
16052,6.40625000000000000e-01,6.71875000000000000e-01,4.84375000000000000e-01,4.88308940074149433e-02,1.50021547989995078e-03,-8.98159699332568327e-05,4.88540164465315965e-02,-3.45470466395557674e-02
16053,6.71875000000000000e-01,6.71875000000000000e-01,4.84375000000000000e-01,4.44059567976848521e-02,-8.77074502697490314e-03,-2.94540303450856438e-04,4.52647956080265007e-02,-3.43394328738415092e-02
16054,7.03125000000000000e-01,6.71875000000000000e-01,4.84375000000000000e-01,3.87447613210800956e-02,-1.99682843965485780e-02,-5.05648099038190878e-04,4.35906479828984741e-02,-3.40241849374341779e-02
16055,7.34375000000000000e-01,6.71875000000000000e-01,4.84375000000000000e-01,3.15545488807313021e-02,-3.30694690496559848e-02,-7.26943510926240846e-04,4.57144155071536884e-02,-3.36121737757819200e-02
16056,7.65625000000000000e-01,6.71875000000000000e-01,4.84375000000000000e-01,2.22107993131388931e-02,-5.03405940750488792e-02,-9.46040578308261510e-04,5.50308096499877372e-02,-3.31126738849177107e-02
16057,7.96875000000000000e-01,6.71875000000000000e-01,4.84375000000000000e-01,9.39771635810718493e-03,-7.72077379725786134e-02,-1.10473240354327300e-03,7.77854247868662863e-02,-3.25200117088697213e-02
16058,8.28125000000000000e-01,6.71875000000000000e-01,4.84375000000000000e-01,-9.97967379657521518e-03,-1.25872501685645122e-01,-1.07147756017040977e-03,1.26272042170271159e-01,-3.18183358341393788e-02
16059,8.59375000000000000e-01,6.71875000000000000e-01,4.84375000000000000e-01,-4.20500193144274920e-02,-2.15863348986589487e-01,-7.66104588086591776e-04,2.19922205509788693e-01,-3.08827914937007467e-02
16060,8.90625000000000000e-01,6.71875000000000000e-01,4.84375000000000000e-01,-7.65390210377042551e-02,-3.37569775687434181e-01,-3.75670271035561927e-04,3.46138290755627465e-01,-2.86379999307741183e-02
16061,9.21875000000000000e-01,6.71875000000000000e-01,4.84375000000000000e-01,-8.97629854403086541e-02,-4.23204358637998768e-01,-4.20658102731017456e-05,4.32619144854789472e-01,-2.47441549764830862e-02
16062,9.53125000000000000e-01,6.71875000000000000e-01,4.84375000000000000e-01,-6.77169295334271448e-02,-4.20388371796083793e-01,8.51890700900199564e-05,4.25807436459222977e-01,-2.10714496447750206e-02
16063,9.84375000000000000e-01,6.71875000000000000e-01,4.84375000000000000e-01,-2.57533952176347905e-02,-2.35409705237367706e-01,7.56747506978476965e-05,2.36814214969980064e-01,-2.12002998713416123e-02
16064,1.56250000000000000e-02,7.03125000000000000e-01,4.84375000000000000e-01,1.55982966336087013e-03,4.83296204495318668e-02,-7.54222730667213721e-04,4.83606672131595416e-02,-2.08796163572656582e-02
16065,4.68750000000000000e-02,7.03125000000000000e-01,4.84375000000000000e-01,6.43527965236457937e-03,1.33885027315697347e-01,-1.65847502619877142e-03,1.34049856034766740e-01,-2.06466322689958272e-02
16066,7.81250000000000000e-02,7.03125000000000000e-01,4.84375000000000000e-01,1.29490773576445527e-02,1.94025271996276616e-01,-2.06873259772659412e-03,1.94467900775948832e-01,-2.08152080677920272e-02
16067,1.09375000000000000e-01,7.03125000000000000e-01,4.84375000000000000e-01,1.53274329891949605e-02,2.19495556738603215e-01,-1.96298764867202389e-03,2.20038821462342160e-01,-2.13388804470540268e-02
16068,1.40625000000000000e-01,7.03125000000000000e-01,4.84375000000000000e-01,1.64084287265184418e-02,2.18282320047256950e-01,-1.49404115921260056e-03,2.18903266164467675e-01,-2.20977463182577376e-02
16069,1.71875000000000000e-01,7.03125000000000000e-01,4.84375000000000000e-01,1.79393519390453754e-02,2.05405785460377938e-01,-7.71590305580104031e-04,2.06189118045030206e-01,-2.31554253898953767e-02
16070,2.03125000000000000e-01,7.03125000000000000e-01,4.84375000000000000e-01,2.02870791909199079e-02,1.86335145443997735e-01,4.74510483978951447e-05,1.87436267198577255e-01,-2.42976774254831142e-02
16071,2.34375000000000000e-01,7.03125000000000000e-01,4.84375000000000000e-01,2.40363190453769943e-02,1.65868594714120909e-01,8.25428320723972241e-04,1.67603152349832335e-01,-2.54615870289701500e-02
16072,2.65625000000000000e-01,7.03125000000000000e-01,4.84375000000000000e-01,2.90465119788149082e-02,1.46268376592159299e-01,1.45560528182962713e-03,1.49131675494435678e-01,-2.66156848768194093e-02
16073,2.96875000000000000e-01,7.03125000000000000e-01,4.84375000000000000e-01,3.48850762987520935e-02,1.28337073907639293e-01,1.88113762936184580e-03,1.33007186897269675e-01,-2.77448597634424067e-02
16074,3.28125000000000000e-01,7.03125000000000000e-01,4.84375000000000000e-01,4.10496063711316625e-02,1.12202895226392832e-01,2.09234395738673020e-03,1.19494509428867718e-01,-2.88391848909270859e-02
16075,3.59375000000000000e-01,7.03125000000000000e-01,4.84375000000000000e-01,4.70169447248907565e-02,9.77266496394014611e-02,2.06810541832324127e-03,1.08468282004589051e-01,-2.98904975307268846e-02
16076,3.90625000000000000e-01,7.03125000000000000e-01,4.84375000000000000e-01,5.23856041029540989e-02,8.46447491515443101e-02,1.93386026968303429e-03,9.95626681628307975e-02,-3.08631032853227023e-02
16077,4.21875000000000000e-01,7.03125000000000000e-01,4.84375000000000000e-01,5.69179542998035637e-02,7.27018612104610579e-02,1.70416721552487586e-03,9.23478117284764893e-02,-3.17412178803659628e-02
16078,4.53125000000000000e-01,7.03125000000000000e-01,4.84375000000000000e-01,6.04419754588736077e-02,6.16757188180356020e-02,1.42028652657946492e-03,8.63663354722779275e-02,-3.25032171434934333e-02
16079,4.84375000000000000e-01,7.03125000000000000e-01,4.84375000000000000e-01,6.28047908037614594e-02,5.14311072705637348e-02,1.12100196173686457e-03,8.11840944297507888e-02,-3.31389726177011082e-02
16080,5.15625000000000000e-01,7.03125000000000000e-01,4.84375000000000000e-01,6.41451410996445592e-02,4.16963586915922377e-02,8.24185551078936889e-04,7.65105531064430022e-02,-3.36135880251635030e-02
16081,5.46875000000000000e-01,7.03125000000000000e-01,4.84375000000000000e-01,6.39999828197717197e-02,3.23508029556190888e-02,5.49226231226942422e-04,7.17138334093042062e-02,-3.39538554521788549e-02
16082,5.78125000000000000e-01,7.03125000000000000e-01,4.84375000000000000e-01,6.29653533266686383e-02,2.32893949769882522e-02,3.10653223203855716e-04,6.71351483454939030e-02,-3.41641857399958629e-02
16083,6.09375000000000000e-01,7.03125000000000000e-01,4.84375000000000000e-01,6.07340272818680665e-02,1.43174273223858669e-02,1.00383257664738115e-04,6.23988851807860054e-02,-3.42078008892953422e-02
16084,6.40625000000000000e-01,7.03125000000000000e-01,4.84375000000000000e-01,5.73444272255952056e-02,5.22048773997707549e-03,-9.39124906086362816e-05,5.75816433043615725e-02,-3.41056788125063057e-02
16085,6.71875000000000000e-01,7.03125000000000000e-01,4.84375000000000000e-01,5.28068933662954668e-02,-4.25264479317563789e-03,-2.82713491314869243e-04,5.29786079625955766e-02,-3.38752274776198889e-02
16086,7.03125000000000000e-01,7.03125000000000000e-01,4.84375000000000000e-01,4.70226508186995379e-02,-1.45015373086576430e-02,-4.75667819799801812e-04,4.92102685849866786e-02,-3.35256707874049611e-02
16087,7.34375000000000000e-01,7.03125000000000000e-01,4.84375000000000000e-01,3.97948365942741786e-02,-2.63158010860024653e-02,-6.79112081699708900e-04,4.77138512340236770e-02,-3.30698326017947256e-02
16088,7.65625000000000000e-01,7.03125000000000000e-01,4.84375000000000000e-01,3.06971818093920330e-02,-4.14905467235701236e-02,-8.83443109052065479e-04,5.16194043958912441e-02,-3.25234067582327591e-02
16089,7.96875000000000000e-01,7.03125000000000000e-01,4.84375000000000000e-01,1.87933117335682721e-02,-6.43330733487855189e-02,-1.04212352804272006e-03,6.70299851847141054e-02,-3.18898019917207495e-02
16090,8.28125000000000000e-01,7.03125000000000000e-01,4.84375000000000000e-01,2.23414261298214177e-03,-1.04824238799955130e-01,-1.02434951721522500e-03,1.04853048239612848e-01,-3.11340380710645910e-02
16091,8.59375000000000000e-01,7.03125000000000000e-01,4.84375000000000000e-01,-2.56774328982172055e-02,-1.83517643677257869e-01,-7.29214064043151480e-04,1.85306739905073709e-01,-3.03334600980829962e-02
16092,8.90625000000000000e-01,7.03125000000000000e-01,4.84375000000000000e-01,-6.36928542463887498e-02,-3.09595997498345266e-01,-3.27644900810482613e-04,3.16080003638680329e-01,-2.86228078819219939e-02
16093,9.21875000000000000e-01,7.03125000000000000e-01,4.84375000000000000e-01,-8.33260475847035081e-02,-4.26400947465949365e-01,-1.38550913022692003e-05,4.34466337473815245e-01,-2.39491557440901261e-02
16094,9.53125000000000000e-01,7.03125000000000000e-01,4.84375000000000000e-01,-7.23008935598646735e-02,-4.51841223689294746e-01,1.59782988876728166e-04,4.57589265788870658e-01,-2.02862333320555054e-02
16095,9.84375000000000000e-01,7.03125000000000000e-01,4.84375000000000000e-01,-2.71496317235564756e-02,-2.82778143953272665e-01,1.53992141740528669e-04,2.84078518923839507e-01,-1.93530860593500061e-02
16096,1.56250000000000000e-02,7.34375000000000000e-01,4.84375000000000000e-01,1.31403067039650339e-03,4.35023911763366272e-02,-7.50177142503247142e-04,4.35286972054860360e-02,-2.10056730063112977e-02
16097,4.68750000000000000e-02,7.34375000000000000e-01,4.84375000000000000e-01,5.76788107933539056e-03,1.24236305067926614e-01,-1.63880908940084173e-03,1.24380921544695863e-01,-2.07484741022699731e-02
16098,7.81250000000000000e-02,7.34375000000000000e-01,4.84375000000000000e-01,1.26496178129249758e-02,1.84672453651989726e-01,-2.06733375003684359e-03,1.85116724899435842e-01,-2.07303784284801479e-02
16099,1.09375000000000000e-01,7.34375000000000000e-01,4.84375000000000000e-01,1.73438300375763181e-02,2.13011593239062408e-01,-2.00452609365773518e-03,2.13725911904654786e-01,-2.09439548855389832e-02
16100,1.40625000000000000e-01,7.34375000000000000e-01,4.84375000000000000e-01,1.98441683275444869e-02,2.13024679694749974e-01,-1.61048847056097602e-03,2.13953029538673623e-01,-2.13955955694825790e-02
16101,1.71875000000000000e-01,7.34375000000000000e-01,4.84375000000000000e-01,2.27637010147419619e-02,2.01303135747654516e-01,-9.67360281294964868e-04,2.02588435829000407e-01,-2.22401050490698832e-02
16102,2.03125000000000000e-01,7.34375000000000000e-01,4.84375000000000000e-01,2.62067382025729899e-02,1.82810095516975302e-01,-2.19754240603989677e-04,1.84679106674442456e-01,-2.32824601465237042e-02
16103,2.34375000000000000e-01,7.34375000000000000e-01,4.84375000000000000e-01,3.06842617720839220e-02,1.62639917567186876e-01,5.02472183094612181e-04,1.65509876397313210e-01,-2.44215068978960968e-02
16104,2.65625000000000000e-01,7.34375000000000000e-01,4.84375000000000000e-01,3.61896891695990541e-02,1.43290310169350704e-01,1.10149017581216506e-03,1.47793842467229791e-01,-2.56006266315542790e-02
16105,2.96875000000000000e-01,7.34375000000000000e-01,4.84375000000000000e-01,4.23750996505323843e-02,1.25656895939852964e-01,1.52478460844424112e-03,1.32618360477475883e-01,-2.67834695827341013e-02
16106,3.28125000000000000e-01,7.34375000000000000e-01,4.84375000000000000e-01,4.88105396333562702e-02,1.09881605429109436e-01,1.76782122359452846e-03,1.20247915503165895e-01,-2.79440746386905581e-02
16107,3.59375000000000000e-01,7.34375000000000000e-01,4.84375000000000000e-01,5.50122591942612746e-02,9.58160960052548694e-02,1.77650062569513251e-03,1.10499904388274908e-01,-2.90686629119422321e-02
16108,3.90625000000000000e-01,7.34375000000000000e-01,4.84375000000000000e-01,6.05886095447322331e-02,8.32089176150225540e-02,1.69048538230742534e-03,1.02944457442134416e-01,-3.01135720501773708e-02
16109,4.21875000000000000e-01,7.34375000000000000e-01,4.84375000000000000e-01,6.53162529884775550e-02,7.17925699024592329e-02,1.51613481226553796e-03,9.70705138671021095e-02,-3.10596681854494842e-02
16110,4.53125000000000000e-01,7.34375000000000000e-01,4.84375000000000000e-01,6.90293688071184491e-02,6.13358869757699293e-02,1.28583903154813823e-03,9.23514925219330318e-02,-3.18852919472583998e-02
16111,4.84375000000000000e-01,7.34375000000000000e-01,4.84375000000000000e-01,7.15719558492607238e-02,5.16771859841765671e-02,1.03154590950936217e-03,8.82844295575110211e-02,-3.25723702024568323e-02
16112,5.15625000000000000e-01,7.34375000000000000e-01,4.84375000000000000e-01,7.31311368183409777e-02,4.25840089437032610e-02,7.73175896692453873e-04,8.46295385254317301e-02,-3.30863982889621905e-02
16113,5.46875000000000000e-01,7.34375000000000000e-01,4.84375000000000000e-01,7.30813855932249262e-02,3.39150645000858564e-02,5.29031873371352897e-04,8.05692273451449337e-02,-3.34586487821271275e-02
16114,5.78125000000000000e-01,7.34375000000000000e-01,4.84375000000000000e-01,7.21533989309589424e-02,2.55574827450445463e-02,3.13336632021524143e-04,7.65466921649676779e-02,-3.36952615318612467e-02
16115,6.09375000000000000e-01,7.34375000000000000e-01,4.84375000000000000e-01,6.99645431989061178e-02,1.73434693356262076e-02,1.18482098561379525e-04,7.20822257677652956e-02,-3.37482240892055183e-02
16116,6.40625000000000000e-01,7.34375000000000000e-01,4.84375000000000000e-01,6.65364031018688962e-02,9.06153931464524429e-03,-6.26356853938087916e-05,6.71506392800123308e-02,-3.36388609716536113e-02
16117,6.71875000000000000e-01,7.34375000000000000e-01,4.84375000000000000e-01,6.18872031725316851e-02,4.66569368146172304e-04,-2.37896536641786673e-04,6.18894191138974481e-02,-3.33861400075363066e-02
16118,7.03125000000000000e-01,7.34375000000000000e-01,4.84375000000000000e-01,5.59429382395578850e-02,-8.80219043252887350e-03,-4.16489000565948794e-04,5.66327145594583276e-02,-3.29984718276624192e-02
16119,7.34375000000000000e-01,7.34375000000000000e-01,4.84375000000000000e-01,4.85640368967627384e-02,-1.94226307465948794e-02,-6.04053869518824142e-04,5.23074482832606366e-02,-3.24884024747566502e-02
16120,7.65625000000000000e-01,7.34375000000000000e-01,4.84375000000000000e-01,3.94757757596293779e-02,-3.28748195612770730e-02,-7.92856937263124086e-04,5.13781982472530305e-02,-3.18737430324916998e-02
16121,7.96875000000000000e-01,7.34375000000000000e-01,4.84375000000000000e-01,2.80477605069404251e-02,-5.26447337782054922e-02,-9.45741146923724323e-04,5.96576842523224501e-02,-3.11638706233738107e-02
16122,8.28125000000000000e-01,7.34375000000000000e-01,4.84375000000000000e-01,1.30757790409095683e-02,-8.69360699910309564e-02,-9.40076611280942940e-04,8.79189399790921144e-02,-3.03287780361315464e-02
16123,8.59375000000000000e-01,7.34375000000000000e-01,4.84375000000000000e-01,-1.03167293006856727e-02,-1.53829411268103039e-01,-6.74060220607980974e-04,1.54176447720577037e-01,-2.94343596094873532e-02
16124,8.90625000000000000e-01,7.34375000000000000e-01,4.84375000000000000e-01,-4.81224334917261937e-02,-2.76001920645564669e-01,-2.61225408828471368e-04,2.80165838467005823e-01,-2.80416670374798310e-02
16125,9.21875000000000000e-01,7.34375000000000000e-01,4.84375000000000000e-01,-7.44366047624180488e-02,-4.17582956921445370e-01,4.23848539963163644e-05,4.24165458089517278e-01,-2.32427500928990630e-02
16126,9.53125000000000000e-01,7.34375000000000000e-01,4.84375000000000000e-01,-7.53736665345945966e-02,-4.78750592787467677e-01,2.40136758885263013e-04,4.84647683752726599e-01,-1.85773467890449906e-02
16127,9.84375000000000000e-01,7.34375000000000000e-01,4.84375000000000000e-01,-2.73957730011259205e-02,-3.34011093673301396e-01,2.45345813746913281e-04,3.35132808405462557e-01,-1.61863696460404771e-02
16128,1.56250000000000000e-02,7.65625000000000000e-01,4.84375000000000000e-01,8.33315062033544046e-04,3.92218984901134479e-02,-7.59759512035158456e-04,3.92381060918783817e-02,-2.09797384487141574e-02
16129,4.68750000000000000e-02,7.65625000000000000e-01,4.84375000000000000e-01,4.25921392061299597e-03,1.15057340550205389e-01,-1.65094746965721985e-03,1.15147983678634380e-01,-2.07207649828824308e-02
16130,7.81250000000000000e-02,7.65625000000000000e-01,4.84375000000000000e-01,1.10917125869173412e-02,1.74358052620674053e-01,-2.07920913760843490e-03,1.74722865453902282e-01,-2.04268268932323617e-02
16131,1.09375000000000000e-01,7.65625000000000000e-01,4.84375000000000000e-01,1.68665105143132217e-02,2.04499993614984193e-01,-2.04995524717322547e-03,2.05204602487306376e-01,-2.02681529521861158e-02
16132,1.40625000000000000e-01,7.65625000000000000e-01,4.84375000000000000e-01,2.20922223438268263e-02,2.05903646614048585e-01,-1.72743034990513033e-03,2.07092641087668450e-01,-2.04102844125398017e-02
16133,1.71875000000000000e-01,7.65625000000000000e-01,4.84375000000000000e-01,2.65706134873630664e-02,1.95356422512257016e-01,-1.16893147376354554e-03,1.97158554769182343e-01,-2.09720434369361913e-02
16134,2.03125000000000000e-01,7.65625000000000000e-01,4.84375000000000000e-01,3.15715419935784156e-02,1.77668469331969947e-01,-5.00858238053982418e-04,1.80452481605524240e-01,-2.19142874060275980e-02
16135,2.34375000000000000e-01,7.65625000000000000e-01,4.84375000000000000e-01,3.72067405349010075e-02,1.57998457404611492e-01,1.56188210974635497e-04,1.62320295952864513e-01,-2.30594004175370230e-02
16136,2.65625000000000000e-01,7.65625000000000000e-01,4.84375000000000000e-01,4.35115458272993805e-02,1.39066233842026959e-01,7.15954323832830976e-04,1.45716109630611240e-01,-2.43057135550889258e-02
16137,2.96875000000000000e-01,7.65625000000000000e-01,4.84375000000000000e-01,5.02485452115248935e-02,1.21877385288404250e-01,1.13174689420471254e-03,1.31834343748680832e-01,-2.55878138114644764e-02
16138,3.28125000000000000e-01,7.65625000000000000e-01,4.84375000000000000e-01,5.70788759484163050e-02,1.06603872725379981e-01,1.39759146090621109e-03,1.20931125114568036e-01,-2.68585728071556312e-02
16139,3.59375000000000000e-01,7.65625000000000000e-01,4.84375000000000000e-01,6.35992337516133738e-02,9.30784559392317246e-02,1.46740516634525915e-03,1.12741362293286462e-01,-2.80902311531857490e-02
16140,3.90625000000000000e-01,7.65625000000000000e-01,4.84375000000000000e-01,6.94491320551230834e-02,8.10696516627374408e-02,1.42391519608498483e-03,1.06759064713087257e-01,-2.92401257710922201e-02
16141,4.21875000000000000e-01,7.65625000000000000e-01,4.84375000000000000e-01,7.44151843340753461e-02,7.02972530357981601e-02,1.31031010522510822e-03,1.02376952271618735e-01,-3.02791778423575318e-02
16142,4.53125000000000000e-01,7.65625000000000000e-01,4.84375000000000000e-01,7.83529248983821369e-02,6.05209732595893071e-02,1.14167730380867528e-03,9.90114764635164207e-02,-3.11870854996268640e-02
16143,4.84375000000000000e-01,7.65625000000000000e-01,4.84375000000000000e-01,8.11096521041598795e-02,5.15364645422740769e-02,9.42200517954704000e-04,9.61023963478068177e-02,-3.19460893685259845e-02
16144,5.15625000000000000e-01,7.65625000000000000e-01,4.84375000000000000e-01,8.28762367938394029e-02,4.32183013457410822e-02,7.32856562156492734e-04,9.34710076711518234e-02,-3.25187842462268742e-02
16145,5.46875000000000000e-01,7.65625000000000000e-01,4.84375000000000000e-01,8.30089033792911629e-02,3.53462057154131579e-02,5.26614101557139986e-04,9.02225560551282446e-02,-3.29340403001187193e-02
16146,5.78125000000000000e-01,7.65625000000000000e-01,4.84375000000000000e-01,8.21945352006498986e-02,2.77819483701557540e-02,3.32814071449676649e-04,8.67634084006560363e-02,-3.32031633365820616e-02
16147,6.09375000000000000e-01,7.65625000000000000e-01,4.84375000000000000e-01,8.01003547876275035e-02,2.04197635204459785e-02,1.56281224564460618e-04,8.26623130764914393e-02,-3.32754649160534044e-02
16148,6.40625000000000000e-01,7.65625000000000000e-01,4.84375000000000000e-01,7.66937926221035182e-02,1.30530296768676512e-02,-9.17428721277268820e-06,7.77966547781776679e-02,-3.31654249228262449e-02
16149,6.71875000000000000e-01,7.65625000000000000e-01,4.84375000000000000e-01,7.19905152348078725e-02,5.43090450476287501e-03,-1.70967823914044227e-04,7.21952784987340557e-02,-3.28929525470188847e-02
16150,7.03125000000000000e-01,7.65625000000000000e-01,4.84375000000000000e-01,6.59345824277438597e-02,-2.79115350620359791e-03,-3.35908902064832712e-04,6.59944886532703445e-02,-3.24652494431143662e-02
16151,7.34375000000000000e-01,7.65625000000000000e-01,4.84375000000000000e-01,5.84139359448308318e-02,-1.22290585098130608e-02,-5.07474855963924794e-04,5.96824539989155162e-02,-3.18911356664129467e-02
16152,7.65625000000000000e-01,7.65625000000000000e-01,4.84375000000000000e-01,4.92575260660157652e-02,-2.41681402184806479e-02,-6.78539891008467450e-04,5.48713339745632092e-02,-3.11862577789540317e-02
16153,7.96875000000000000e-01,7.65625000000000000e-01,4.84375000000000000e-01,3.80628772195632237e-02,-4.15166801426039914e-02,-8.19178390632520847e-04,5.63301731359891408e-02,-3.03609858889454451e-02
16154,8.28125000000000000e-01,7.65625000000000000e-01,4.84375000000000000e-01,2.40110870655806524e-02,-7.10485144010535169e-02,-8.14813171923371433e-04,7.50005841388768357e-02,-2.93870347566250779e-02
16155,8.59375000000000000e-01,7.65625000000000000e-01,4.84375000000000000e-01,4.03427478134695244e-03,-1.27957403599455066e-01,-5.91425854403554441e-04,1.28022350757461517e-01,-2.82504339558727509e-02
16156,8.90625000000000000e-01,7.65625000000000000e-01,4.84375000000000000e-01,-3.03748546395162834e-02,-2.40092409825087727e-01,-1.80743601555803895e-04,2.42006259667470441e-01,-2.67348595362503737e-02
16157,9.21875000000000000e-01,7.65625000000000000e-01,4.84375000000000000e-01,-6.19933298429479474e-02,-4.00264529887012444e-01,1.27896933344914549e-04,4.05036891144884725e-01,-2.16821730852657969e-02
16158,9.53125000000000000e-01,7.65625000000000000e-01,4.84375000000000000e-01,-7.61392475256163215e-02,-4.99701477292975538e-01,3.28430600597732515e-04,5.05468949876457407e-01,-1.55408816335732714e-02
16159,9.84375000000000000e-01,7.65625000000000000e-01,4.84375000000000000e-01,-2.30996364213243328e-02,-3.86149444906043804e-01,3.47342984890065549e-04,3.86839899249278973e-01,-1.03703562598104794e-02
16160,1.56250000000000000e-02,7.96875000000000000e-01,4.84375000000000000e-01,-7.75489462677345900e-05,3.59167735233145297e-02,-7.85390216368857469e-04,3.59254432395217996e-02,-2.08621909088203966e-02
16161,4.68750000000000000e-02,7.96875000000000000e-01,4.84375000000000000e-01,1.45843242392116636e-03,1.07156183518414425e-01,-1.69366069643382558e-03,1.07179490472393557e-01,-2.05971150435263241e-02
16162,7.81250000000000000e-02,7.96875000000000000e-01,4.84375000000000000e-01,7.47643302247852273e-03,1.63674119055678663e-01,-2.11232286510154707e-03,1.63858402919345308e-01,-1.99566353241456516e-02
16163,1.09375000000000000e-01,7.96875000000000000e-01,4.84375000000000000e-01,1.45515687893744399e-02,1.93919831209482446e-01,-2.10811367641867151e-03,1.94476459330734319e-01,-1.92521056182728932e-02
16164,1.40625000000000000e-01,7.96875000000000000e-01,4.84375000000000000e-01,2.16394006426176774e-02,1.96396357970153368e-01,-1.84964005753111751e-03,1.97593558226109106e-01,-1.90162207687008152e-02
16165,1.71875000000000000e-01,7.96875000000000000e-01,4.84375000000000000e-01,2.90363446953005901e-02,1.86935091246235280e-01,-1.37440877964074165e-03,1.89181729170647406e-01,-1.93340365236351723e-02
16166,2.03125000000000000e-01,7.96875000000000000e-01,4.84375000000000000e-01,3.62972256264229298e-02,1.70315237610727782e-01,-7.92359823341777861e-04,1.74141886358979592e-01,-2.01622856305484141e-02
16167,2.34375000000000000e-01,7.96875000000000000e-01,4.84375000000000000e-01,4.36955011453959222e-02,1.51465644703277502e-01,-2.11692610290684666e-04,1.57642580413694194e-01,-2.13441092710705410e-02
16168,2.65625000000000000e-01,7.96875000000000000e-01,4.84375000000000000e-01,5.12513879649475201e-02,1.33231238472167030e-01,2.97332526050256177e-04,1.42749276985181445e-01,-2.27100110181625535e-02
16169,2.96875000000000000e-01,7.96875000000000000e-01,4.84375000000000000e-01,5.88368777815117192e-02,1.16724236038501183e-01,6.95089805584771280e-04,1.30716520056518154e-01,-2.41462290892044788e-02
16170,3.28125000000000000e-01,7.96875000000000000e-01,4.84375000000000000e-01,6.62338851018387659e-02,1.02162388079003547e-01,9.70844195391449660e-04,1.21758053582258899e-01,-2.55785480928494048e-02
16171,3.59375000000000000e-01,7.96875000000000000e-01,4.84375000000000000e-01,7.31680933101361286e-02,8.93758272514561802e-02,1.11338976499128191e-03,1.15511246258932346e-01,-2.69590596877624551e-02
16172,3.90625000000000000e-01,7.96875000000000000e-01,4.84375000000000000e-01,7.93523013012795847e-02,7.81263478975802034e-02,1.11230773282814418e-03,1.11363150036784167e-01,-2.82503284888837997e-02
16173,4.21875000000000000e-01,7.96875000000000000e-01,4.84375000000000000e-01,8.45886730342246401e-02,6.81478730522026427e-02,1.06066074531554404e-03,1.08630111886376807e-01,-2.94124541391944695e-02
