cell_id,x,y,velocity_x,velocity_y,velocity_magnitude,pressure,temperature
147,3.75000000000000000e-01,3.75000000000000000e-01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,3.02500000000000227e+02
148,4.25000000000000044e-01,3.75000000000000000e-01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,3.01500000000000284e+02
149,4.75000000000000033e-01,3.75000000000000000e-01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,3.00500000000000341e+02
150,5.25000000000000022e-01,3.75000000000000000e-01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,2.99500000000000398e+02
151,5.75000000000000067e-01,3.75000000000000000e-01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,2.98500000000000568e+02
152,6.25000000000000000e-01,3.75000000000000000e-01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,2.97500000000000455e+02
153,6.75000000000000044e-01,3.75000000000000000e-01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,2.96500000000000398e+02
154,7.25000000000000089e-01,3.75000000000000000e-01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,2.95500000000000455e+02
155,7.75000000000000022e-01,3.75000000000000000e-01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,2.94500000000000455e+02
156,8.25000000000000067e-01,3.75000000000000000e-01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,2.93500000000000398e+02
157,8.75000000000000000e-01,3.75000000000000000e-01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,2.92500000000000284e+02
158,9.25000000000000044e-01,3.75000000000000000e-01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,2.91500000000000227e+02
